# Generated from Tatoeba English CC0 sentences. Do not edit manually.
# context<TAB>completion<TAB>count...
a	new	224	lot	223	good	119	little	107	few	102	long	92	small	89	very	89	great	69	bit	66
access	to	23	the	5	a	1	an	1	and	1	control	1	foo's	1	for	1	gender	1	in	1
accessed	the	2
accessibility	from	1	of	1
accessible	album	2	films	1	online	1	only	1	terms	1	through	1	to	1	ultra	1	via	1
accessing	information	1	wrangling	1
accession	to	2
accessories	and	1
accessory	of	1
accident	or	3	and	1	but	1	injuring	1	the	1	took	1	when	1
accidental	meeting	1
accidentally	consumed	1	dinged	1	discharged	1	discovered	1	dropped	1	flashed	1	got	1	introduced	1	locked	1	pronounced	1
accidentals	and	1
accidents	and	2
acclaim	for	2
acclaimed	and	1	gangster	1
accolade	that's	1
accommodate	them	1	us	1	your	1
accommodated	to	1
accommodating	up	1
accommodations	in	1
accompanied	by	6	a	1	them	1	with	1
accompanies	the	2
accompany	me	1
accompanying	audios	1	hikers	1	the	1
accomplish	his	1	in	1	my	1
accomplished	in	1	nine	1	person	1	with	1
accomplishes	much	1
accomplishing	what	1
accomplishment	of	1	you	1
accomplishments	of	2
accord	calls	1	in	1
accordance	with	1
according	to	146
accordingly	whether	1
accordion	is	1	was	1
accordionist	oscar	1
accordions	and	1
accords	between	1
accost	me	1
account	of	11	for	6	and	4	was	2	a	1	according	1	dared	1	got	1	holders	1	into	1
accountability	for	1	friendship	1
accountable	for	2	to	1
accountancy	in	1
accountant	was	1
accounted	for	3
accounts	for	3	are	2	of	2	to	2	and	1	from	1	in	1	were	1	written	1
accredit	all	1
accreditation	in	1
accredited	doctrine	1	for	1
accrete	on	1
accretion	disk	2
accrual	for	1
accrue	to	1
accrued	to	1
accruing	are	1
accumulate	if	1	shortly	1	them	1
accumulated	carbon	1
accumulates	on	1	quickly	1
accumulating	a	1	behind	1	of	1
accumulation	of	2
accumulative	pressure	1
accuracy	of	3	and	1	than	1	with	1
accurate	as	1	at	1	data	1	description	1	information	1	map	1	predictions	1	so	1	test	1	than	1
accurately	burned	1	predicting	1	tracked	1
accursed	scene	1
accusation	is	1	that	1	was	1
accusations	against	1	and	1	by	1	that	1
accusative	case	1
accuse	ferrari	1	immigrants	1	it	1	me	1	the	1	you	1
accused	of	7	me	4	the	3	him	1	his	1	organizations	1	says	1	them	1	tom	1
accuses	the	2	of	1
accusing	me	3	assange	1	the	1
accustomed	to	3	very	1
ace	spectrum	2	person	1	report	1
aceh	scurrying	1
acerbic	comments	1
aces	affect	1
acetone	in	1
aches	and	1	pains	1
achievable	in	1
achieve	your	5	his	4	their	3	true	2	at	1	by	1	freedom	1	great	1	it	1	more	1
achieved	through	3	a	2	because	1	full	1	independence	1	its	1	more	1	peace	1	what	1
achievement	and	1	for	1	of	1	story	1
achievement's	annual	1
achieving	your	2	a	1	parity	1	strategic	1	those	1
achilles	he	1
aching	slowness	1
acid	and	3	which	2	a	1	created	1	developed	1	gained	1	gas	1	gases	1	stain	1	supplements	1
acidic	ph	1
acidification	as	1	from	1
acidified	with	1
acidity	levels	1	of	1
acids	in	1	scientists	1	such	1	thought	1
ackee	fruit	1
acknowledge	its	1	me	1	no	1	sorrowfully	1	teach	1	the	1	their	1	this	1	your	1
acknowledged	by	1	for	1
acknowledgement	of	1
acknowledges	that	1	the	1
acknowledging	a	1	reality	1	that	1
acknowledgment	of	1
acl	tears	1
acne	rosacea	1
acnes	a	1
acorn	squash	1
acoustic	environment	2	guitars	1
acoustical	vocal	1
acousticians	at	1
acoustics	conference	1
acquaintance	were	1	with	1
acquaintances	with	1
acquainted	with	3
acquiesce	to	1
acquiesced	in	1
acquire	a	1	more	1	u	1
acquired	a	1	for	1	skills	1	that	1	the	1
acquirements	was	1
acquiring	florida	1
acquisition	by	1
acquisitions	in	1
acquitted	or	1
acre	lot	1
acres	of	1
acrobatic	acts	1
acrobatics	clowning	1
acrobats	to	1
acronym	aukus	1	for	1	servir	1	tulip	1	wic	1
acropolis	year	1
across	the	93	a	4	africa	2	america	2	new	2	areas	1	at	1	black	1	china	1	deep	1
acrylamide	forms	1
act	as	8	now	6	of	5	like	4	and	2	in	2	on	2	sooner	2	to	2	which	2
acted	differently	9	sooner	9	as	4	earlier	2	any	1	before	1	in	1
acting	like	7	strange	2	was	2	a	1	as	1	authorities	1	cheeky	1	erratically	1	fiendish	1	in	1
action	to	6	and	3	is	3	because	2	by	2	a	1	about	1	against	1	andrew	1	do	1
actions	are	3	as	3	of	3	by	2	define	2	or	2	to	2	do	1	every	1	guided	1
activate	their	1
activated	their	1
activates	a	2	an	1	the	1
activating	the	1
activation	to	1	was	1
activator	or	1
active	in	3	against	1	all	1	as	1	cases	1	comets	1	compounds	1	effort	1	fast	1	for	1
actively	check	1	creating	1	harms	1	manipulating	1	participate	1	raising	1	seek	1	trying	1	unlearning	1
activism	didn't	1	is	1
activist	after	1	can	1	is	1	named	1	organization	1	who	1
activists	and	1	artists	1	business	1	by	1	denounce	1	however	1	in	1	pursued	1	say	1	there	1
activities	and	2	such	2	allow	1	are	1	by	1	committee	1	during	1	including	1	into	1	of	1
activity	in	6	such	2	and	1	as	1	before	1	except	1	have	1	if	1	is	1	linking	1
actor	and	1	jeremy	1	kirk	1	ruben	1	tom	1	was	1	wherever	1
actor's	bad	1
actors	attend	1	don't	1	for	1	such	1	that	1
actress	for	1	is	1	recently	1	so	1	this	1
acts	of	7	like	4	as	3	being	1	globally	1	has	1	in	1	magicians	1	not	1	premiering	1
actual	child	3	human	2	pedophiles	2	pedophilia	2	businesses	1	deadly	1	doctors	1	dogs	1	effect	1	experiment	1
actuality	he	1
actually	do	6	an	3	from	3	has	3	not	3	said	3	seen	3	a	2	believe	2	exists	2
actuated	so	1
actuating	causes	1
actuator	that	1
acumen	the	1
acuna	some	1
acupuncture	yoga	1
acute	hunger	2	respiratory	2	abscesses	1	hemorrhoids	1	kidney	1	problems	1	that	1
acutely	malnourished	1	quiveringly	1
acutest	enjoyment	1
ad	absurdum	1	al	1	as	1	lie	1	meant	1	out	1	that	1	the	1	to	1
adage	say	1
adagio	for	1
adam	was	2	bodor	1	created	1	hussein	1	is	1	sandler	1	to	1
adamant	maoist	1	the	1
adams	as	1	bullies	1
adapt	to	8	and	1	global	1	that	1
adaptability	and	1	of	1
adaptation	and	1
adaptations	to	1
adapted	to	2	from	1	in	1
adapter	lets	1
adapting	his	1
adaptive	athletes	1
adapts	quickly	1
adb	is	1
add	the	5	it	4	to	4	up	4	a	2	his	2	insult	2	prickly	2	some	2	an	1
added	to	14	that	8	a	4	there	2	by	1	has	1	infamy	1	it	1	many	1	nothing	1
addendum	c	1	to	1
adder	in	1	is	1
addicted	to	7
addiction	and	1	is	1
addictions	aren't	1
addictive	but	1
addicts	but	1
adding	that	7	to	4	an	2	more	2	another	1	billion	1	chemicals	1	french	1	i	1	insult	1
addison	pope	1
addition	to	15	of	3	i	2	they	2	from	1	leonardo	1	progress	1	rickety	1	the	1	wages	1
additional	dollars	1	exhibitions	1	ice	1	information	1	jobs	1	meaning	1	million	1	quantity	1	reactions	1	round	1
additionally	if	1	she	1
additions	and	2	to	2
additive	found	1
additives	stars	1
addle	his	1
address	the	4	climate	2	of	2	this	2	a	1	all	1	and	1	at	1	before	1	both	1
addressed	the	4	to	2	a	1	by	1	disagreements	1	have	1	senior	1	successfully	1	them	1	themes	1
addresses	of	1	questions	1	that	1	the	1
addressing	the	2	an	1	economic	1	financial	1	malnutrition	1	me	1	what	1
adds	that	3	a	2	additional	1	another	1	except	1	her	1	liquid	1	nor	1	people	1	the	1
addy	told	1
ade	instead	1	of	1
adelaide	was	1
adele	bloch	1
aden	off	1	to	1
adenike	is	1
adept	at	2	who	1
adequacy	with	1
adequate	lumbar	1	none	1
adequately	change	1	explained	1	probed	1
adha	are	1
adhanom	ghebreyesus	1
adhere	to	2
adhered	to	1
adherence	to	2	or	1
adhering	the	1
adhesion	of	1
adhesive	infused	1	strong	1	to	1
adi	an	1
adipocytes	produce	1	provide	1
adjacent	lake	1	watchtower	1
adjectives	in	1	or	1	to	1	verbs	1
adjoining	grill	1
adjourn	later	1	to	1
adjourned	late	1
adjournment	when	1
adjunct	instructor	1
adjuncts	see	1
adjust	its	1	the	1	to	1
adjustable	footrests	1
adjusted	his	3	the	3	so	1
adjusting	their	1	to	1
adjustment	policies	1
adjusts	the	2
adlers	acquired	1
administer	melarsoprol	1
administered	kashmir	2	at	1	jammu	1	the	1
administering	federal	1	just	1	one	1
administration	has	5	is	3	pledged	2	to	2	altered	1	announced	1	decided	1	found	1	gave	1	he	1
administrative	divisions	1	region	1
administrators	more	1	who	1
admins	will	1
admirable	comedies	1
admirably	according	1
admiral	mike	1	of	1
admiralty	and	1	in	1	jurisdiction	1	law	1	to	1
admiration	for	2
admire	hitler	2	tom's	2	him	1	their	1
admired	her	4	the	3
admirers	and	1
admires	from	1	mary	1	the	1
admiring	the	2	of	1
admission	often	1	she	1	to	1
admissions	decisions	1	tent	1
admit	that	5	to	4	they	3	it	2	you're	2	he	1	her	1	his	1	i	1	my	1
admits	he	2	she	2	to	2	as	1	the	1
admitted	to	4	as	1	on	1
admittedly	impressive	1
admitting	they	1	to	1
admixture	of	1	with	1
admonish	you	1
admonishing	you	1
adobe	house	1	houses	1
adolescent	girls	1
adolescents	are	3	between	1	save	1	these	1
adolf	eichmann	1	hitler	1
adopt	a	2	others	1	proposed	1	relevant	1
adopted	by	5	a	2	the	2	and	1	constitution	1	country	1	homeland	1	in	1	it	1	its	1
adopters	is	1
adopting	a	1	aspects	1	nationwide	1
adoption	of	2	agencies	1	by	1	industrial	1
adoptions	over	1
adopts	as	1	aspects	1	universal	1
adorable	aren't	1	because	1	cat	1	face	1	form	1	i	1	kitten	1	kitty	1	meow	1	noses	1
adore	tom	1
adoring	public	1
adorkable	couple	1
adorned	with	5	and	1	horse	1	the	1
adorning	doors	1
adornment	for	1
adrenal	gland	1
adrenaline	deer	1
adrenochrome	is	3	doesn't	1	which	1
adriatic	to	1
ads	feature	1	throughout	1	to	1
adsorb	other	1
adult	cats	2	worms	2	audience	1	becomes	1	cattle	1	female	1	form	1	human	1	is	1	levels	1
adulting	i	1
adults	and	2	aged	1	complained	1	do	1	in	1	may	1	ms	1	with	1
adulyadej	and	1
adumbrated	here	1
advance	and	1	by	1	directive	1	global	1	his	1	medicine	1	notice	1	of	1	several	1	the	1
advanced	learning	2	to	2	and	1	by	1	cancer	1	completely	1	economies	1	enough	1	ground	1	language	1
advancement	of	1
advancements	in	1
advances	in	2	satellites	1	to	1
advancing	at	1	in	1
advantage	of	9	over	3	against	2	which	2	in	1	is	1	to	1
advantageous	than	1	to	1
advantages	to	3	and	2	of	2	in	1	that	1
adventist	university	1
adventitious	authority	1
adventure	of	2	and	1	heracles	1	in	1	lovers	1	movies	1	was	1
adventurers	were	1
adventures	in	1	of	1	with	1
adventuresome	than	1
adventurous	managerial	1	players	1	thoughtful	1
adverbial	structures	1
adverbs	and	2	with	1
adverse	childhood	1	effects	1	impact	1
adversely	impacting	1
adversity	shaped	1	unwavering	1
advert	on	1	sponsored	1	to	1
advertise	the	1
advertisements	for	2	occasionally	1	that	1
advertising	and	1	campaigns	1	jingle	1	shits	1	so	1
advice	on	2	that	2	and	1	despite	1	from	1	ruth	1	scorned	1	through	1	when	1
advisable	to	1
advise	airbases	1	cautery	1	new	1	the	1
advised	medical	1
advisement	for	1
adviser	mykhailo	1
advises	the	1
advising	her	1	him	1	precautionary	1
advisor	is	1	on	1
advisors	on	1	stood	1	whispered	1
advisory	board	1
advocacy	groups	1	organization	1
advocate	for	6	and	1	one's	1	tom	1
advocated	for	3	by	2
advocates	for	6	against	1	and	1	are	1	call	1	of	1	socialized	1	that	1
advocating	a	1	for	1	more	1	the	1	violence	1
aedile	to	1
aegis	of	1
aeolic	greek	1
aeons	ago	2
aerate	the	1
aerial	skier	1	spraying	1	survey	1	vehicles	1
aero	ambulance	1	motor	1
aerobic	activity	1
aerobics	exercisers	1
aerodynamic	and	1
aerodynamics	new	1
aerogel	can	1	for	1
aerogel's	ability	1
aerogels	are	1
aeronautical	enthusiasts	1
aerosol	measuring	1
aerosols	bump	1
aerospace	exploration	2	company	1	engineer	1
aesculapian	temples	1
aesop	was	1
aesthetic	of	1
aesthetics	and	2
afar	amharic	1	saturn's	1	says	1	the	1
affable	and	1
affair	was	2	could	1	i	1
affairs	and	3	of	2	after	1	due	1	during	1	himself	1	obama	1	professor	1	that	1	trade	1
affect	the	7	my	4	how	2	a	1	almost	1	birds	1	health	1	heart	1	in	1	individual	1
affectation	and	1
affectations	and	1
affected	by	13	area	2	countries	2	the	2	a	1	an	1	every	1	fish	1	more	1	population	1
affecting	the	4	an	1	large	1	their	1
affection	is	1	they	1	towards	1	upon	1	were	1
affectionate	to	2	as	1	docile	1	english	1	heart	1	persistence	1
affectionately	bestowed	1
affections	there	1
affects	the	7	a	1	about	1	anyone	1	around	1	caucasian	1	gene	1	glands	1	me	1	millions	1
affiliated	with	2
affiliates	in	1
affiliation	but	1	in	1
affinities	with	1
affinity	group	1
affirm	emphatically	1	who	1
affirming	care	14	surgeries	1	the	1	trans	1
affirms	the	1
affix	handles	1
affixed	it	1
affixes	are	1
affleck	explores	1
afflict	the	1
afflicted	the	1
affliction	a	1	lymphatic	1
afflicts	many	1
affluent	parents	1	society	1
afford	to	10	a	4	it	3	that	2	an	1	are	1	college	1	despite	1	foothold	1	living	1
affordable	housing	2	prices	1	repairman	1	sanitary	1	smartphone	1
affordably	than	1
afforded	an	1
affording	more	1
affricate	pronunciation	1
affrighted	by	1
afghan	army	1	officials	1	president	1	refugees	1	teenage	1
afghania	kashmir	1
afghanistan	and	1	in	1	is	1	s	1	they	1
afl	in	1
aflatoxin	is	1
afonso	dhlakama	1
afoot	to	1
afor	abdullahi	1
afore	he	1
aforesaid	errors	1	round	1
afraid	of	25	to	15	the	3	when	2	again	1	deeply	1	he	1	he's	1	i	1	is	1
africa	and	13	s	7	to	4	has	3	is	3	are	2	but	2	cup	2	on	2	remains	2
africa's	biggest	1	dependence	1	first	1	foremost	1	jewish	1	lake	1	leading	1	network	1	newest	1	organization	1
african	countries	10	american	6	union	4	continent	3	americans	2	country	2	culture	2	elephants	2	nations	2	women	2
africans	and	2	are	1	by	1	commonly	1	moving	1	to	1	watched	1	were	1	weren't	1	who	1
africanus	at	1
afrikaans	differ	1	music	1
afrikaner	family's	1
afro	futurism	1
afroasiatic	are	1	is	1	languages	1
after	the	102	a	51	being	10	he	10	that	10	an	9	all	8	my	8	years	8	it	7
aftermath	of	4	scientists	1
afternoon	at	3	sun	2	was	2	and	1	around	1	it	1	meds	1	on	1	pastime	1	performance	1
afternoons	or	1
afterward	became	1	the	1
afterwards	became	1	endeavoured	1	had	1	is	1	with	1
ag	is	1
aga	khan	2
again	and	9	at	4	the	4	to	4	tomorrow	4	this	3	will	3	with	3	a	2	for	2
against	the	60	a	9	him	6	it	6	their	5	humanity	4	them	4	her	3	his	3	malaria	3
agamemnon	in	1
agarose	solidifies	1
agassi	avenged	1	next	1
agastan	and	1	native	1
agate	ornaments	1
agathocles	the	1
agave	nectar	1
age	of	19	and	12	is	4	to	4	but	2	canaanite	2	for	2	old	2	or	2	a	1
aged	to	2	woman	2	balsamic	1	children	1	goudas	1	is	1	man	1	men	1	millennial	1	people	1
ageing	that	1
agencies	are	5	have	3	and	2	say	2	that	2	to	2	launched	1	like	1	urged	1
agency	nasa	11	says	5	and	4	said	4	for	3	has	3	is	3	s	2	scientists	2	after	1
agency's	emblem	1	mineralogist	1	x	1
agenda	and	1	has	1	in	1	is	1	of	1	that	1	whether	1	would	1
agent	in	2	after	1	never	1	provocateur	1	were	1	zed	1
agents	can	1	like	1	of	1	prowled	1	stood	1	that	1	to	1	were	1
ages	and	4	of	3	as	1	builded	1	can	1	it	1	jews	1	lilis	1	races	1	right	1
agglomerations	down	1
agglutinative	one	1
aggrandizement	of	1
aggravate	mali's	1
aggravated	assault	1	cases	1
aggregate	of	1
aggregating	nearly	1
aggression	in	2	pact	1
aggressive	the	2	form	1	forms	1	inquiries	1	komodo	1	litigation	1	silent	1	than	1
aggressively	hunts	1
aggrieved	so	1
agina	of	1
aging	accountability	1	into	1	it	1	mice	1	process	1	school	1
agitates	her	1
agl	plans	1
agnes	died	1	grey	1	white	1
agnosia	is	1
ago	the	8	in	7	when	7	and	6	but	5	during	4	after	3	to	3	a	2	he	2
agonies	of	1
agonised	sort	1
agony	than	1	under	1
agra	is	1
agraphia	or	1
agrarian	indiana	1
agree	with	13	that	5	on	4	or	2	to	2	no	1	the	1	they	1
agreed	to	9	on	5	in	1	measures	1	they	1	this	1	waitressing	1	was	1
agreeing	that	1
agreement	on	4	with	4	aimed	1	by	1	creates	1	decreeing	1	does	1	ensures	1	has	1	is	1
agreements	came	1	from	1	on	1	reached	1	this	1	under	1	with	1
agrees	she	1
agri	business	1
agribusiness	once	1
agricultural	production	2	research	2	biotechnology	1	chemicals	1	communiqu	1	communities	1	experimentation	1	extension	1	forecasters	1	inputs	1
agriculture	organization	7	and	2	is	2	also	1	climate	1	contained	1	department	1	economist	1	especially	1	garment	1
agriculture's	forest	1
agrobacterium	inserts	1	tumefaciens	1
agroforestry	is	1
agronomy	student	1
aground	months	1
agung	continues	1
ah	if	3	don't	1	him	1	how	1	mayst	1	men	1	shwear	1	so	1	that's	1	yes	1
ahamed	mugisa	1
ahead	of	18	and	6	is	3	with	3	be	2	cautiously	2	remains	2	to	2	without	2	are	1
ahhh	a	1
ahmad	alkarkhi	1
ahmadiyya	a	1
ahmed	a	1	has	1
ahmedabad	is	1
ahras	agastan	1
ai	can't	3	is	3	customer	2	doesn't	2	isn't	2	are	1	can	1	equates	1	existed	1	facial	1
aid	to	9	in	5	of	5	organizations	4	and	3	has	3	workers	3	during	2	the	2	agencies	1
aided	by	2	a	1
aider	the	1
aides	of	1
aiding	and	1
aids	and	2	day	2	alone	1	among	1	by	1	conference	1	crisis	1	during	1	epidemic	1	free	1
ailing	agriculture	1
ailment	caused	1
ailments	and	1	such	1
ails	europe	1
ailurolatry	is	1
aim	to	5	for	3	of	3	at	1	certain	1	e	1	in	1
aimed	at	20	carefully	1	her	1	his	1
aimeth	at	1
aimlessly	nervous	1
aims	to	13	for	2	and	1	their	1
ain't	big	1	nothing	1
aipac	is	1
aipac's	primary	1
air	and	7	of	7	conditioning	6	pollution	6	was	4	from	3	as	2	for	2	pollutants	2	to	2
airbags	deployed	2	failed	1	for	1
airbases	and	1
airborne	chemicals	1	plastic	1
aircraft	carrier	2	to	2	configurations	1	it	1	maker	1	rescued	1	s	1	spent	1
aircraft's	diversion	1	right	1
aired	the	1
airflow	through	1
airing	a	1	out	1
airlifted	from	1
airlifts	and	1
airline	flights	2	food	1	hopes	1	industry	1	recently	1	says	1
airlines	concourse	1	could	1	has	1	have	1	including	1	use	1	vault	1
airman	first	1	to	1
airplane	although	1	everyone	1	is	1	stewardess	1	through	1	together	1	you	1
airplane's	in	1	long	1
airplanes	fly	1
airport	the	2	after	1	for	1	has	1	immigration	1	in	1	just	1	near	1	officials	1	on	1
airport's	reopening	1
airports	and	1	of	1
airship	the	1
airsoft	gun	1	guns	1
airspace	stretching	1
airstrip	could	1
airways	and	1	similar	1
airy	columns	1
aisle	four	1	of	1
aisles	and	1
ait	abbas	1	mengellat	1
aix	la	1
ajar	for	1
akbar	ahmed	1	chronicled	1	has	1
akihiko	hoshide	1
akihito	abdicates	1	is	1
akiko	meyers	1
akin	to	4
akiva	recited	1
akkadian	is	1	substrate	1
aksil	said	1
akzo	nobel	1
al	a	3	rashid	2	aqsa	1	hussein	1	jawad	1	jazeera	1	kindi	1	kufa	1	merrill	1	pacino	1
alabama	freebird	1	utah	1	where	1	will	1
alabaster	brow	1	jars	1	paved	1	stands	1
alain	is	1
alan	hovhaness	2	turing	2
alarm	clock	2	went	2	and	1	at	1	didn't	1	is	1	so	1	systems	1	that	1
alarmed	and	1	at	1	by	1
alarming	deterioration	1	levels	1	overlogging	1
alarms	among	1
alas	always	2	as	1	have	1	that's	1
alaska	and	1	because	1	conjures	1	for	1	jay	1	the	1	was	1	whereas	1
alaskan	people	1
alba	in	1
albania	bolivia	1
albany	hotspot	1
albatross	off	1
albeit	a	1	for	1	his	1	incrementally	1	the	1
albendazole	and	1
albert	einstein	7	memmi's	3	memmi	2	dean	1
alberts	in	1
albertson	lived	1
albion	does	1
albright	of	1
album	has	2	is	2	last	2	b'day	1	random	1	soared	1	was	1
albums	chart	1	have	1	mary	1
alcala	has	1
alcatraz	to	1
alchemist	is	1	tried	1
alchemy	is	1	that	1
alcibiades	and	1
alcohol	in	5	if	2	is	2	system	2	was	2	affects	1	after	1	and	1	around	1	as	1
alcoholic	beer	1	beverages	1
alcoholics	anonymous	2
alcopop	in	1
alcorn	was	1
alcove	on	1
aldebaran	rigel	1
alder	set	1
alderman	for	1
aldermen	or	1
aldi	aldi's	1	or	1
ale	and	1	apa	1	which	1
alec	and	1
alert	for	2	but	1	intellectual	1	level	1	little	1	our	1	to	1
alerted	the	1	to	1
alerting	users	1
alertness	within	1
alerts	other	1
aleutian	islands	1
alex	is	2	jones	2	are	1	burkill	1	jarrett	1	tibwitta	1
alex's	gender	1
alexa	is	1
alexander	the	3	boris	1	gerst	1	hamilton	1	jannaeus	1	truncheon	1
alexandra	bounxouei	1	stevenson	1	vasylenko	1
alexandrite	was	1
alfalfa	and	1	sprouts	1
alfonso	the	1
alfred	chortled	1	kinsey	1	knopf	1
algae	off	2	blooms	1	called	1
algal	overload	1
algebra	preceded	1
algebraic	and	1	is	1
algeria	is	19	has	7	there	4	and	3	are	3	but	3	a	2	does	2	hates	2	ministers	2
algerian	arabs	16	army	16	arab	7	jews	4	government	3	muslims	3	colonialism	2	is	2	leaders	2	power	2
algerians	are	8	support	3	slaughter	2	spend	2	want	2	allow	1	and	1	beat	1	behave	1	believe	1
algie	howell	1
algiers	algeria	1	most	1	require	1
algorithm	that	2	already	1	for	1	to	1
ali	bilek	1	ideflawen	1	mohamed	1	the	1
alias	he	1
